"","icpsr","name","party_code","chamber","state_abbrev","dim1","dim2","coord1D","correctYea","wrongYea","correctNay","wrongNay"
"1675","29750","HOOLEY, Darlene","100","House","OR","-0.315","-0.075",-0.473083794116974,76,3,54,4
"1676","29751","PETERSON, John","200","House","PA","0.34","0.24",0.594611763954163,63,4,60,3
"1677","29752","PITTS, Joseph R.","200","House","PA","0.538","0.012",0.682568073272705,224,11,273,16
"1678","29753","WEYGAND, Robert A.","100","House","RI","-0.33","0.183",-0.760881066322327,30,1,28,0
"1679","29754","THUNE, John","200","House","SD","0.429","0.223",0.450324982404709,33,4,29,7
"1680","29755","JENKINS, William Lewis","200","House","TN","0.396","0.349",0.51783812046051,44,2,45,4
"1681","29756","FORD, Harold, Jr.","100","House","TN","-0.359","0.311",-0.154674664139748,42,7,32,7
"1682","29757","SANDLIN, Max A.","100","House","TX","-0.25","0.546",0.135744512081146,35,7,35,4
"1683","29758","TURNER, Jim","100","House","TX","-0.185","0.606",0.168256744742393,30,9,34,8
"1684","29759","SESSIONS, Pete","200","House","TX","0.588","0.149",0.740372776985168,278,7,327,9
"1685","29760","BRADY, Kevin Patrick","200","House","TX","0.52","0.239",0.755529284477234,287,12,348,9
"1686","29761","LAMPSON, Nicholas V.","100","House","TX","-0.179","0.186",-0.00961170811206102,56,9,37,11
"1687","29762","GRANGER, Kay","200","House","TX","0.404","0.235",0.670936763286591,283,16,328,9
"1688","29763","HINOJOSA, Rubén","100","House","TX","-0.34","0.235",-0.250700742006302,248,25,170,13
"1689","29764","REYES, Silvestre","100","House","TX","-0.321","0.304",-0.246679708361626,161,24,109,11
"1690","29771","RODRIGUEZ, Ciro D.","100","House","TX","-0.349","0.238",-0.0844356417655945,84,14,47,9
"1691","29765","COOK, Merrill","200","House","UT","0.364","-0.059",0.644052386283875,30,2,21,2
"1692","29766","CANNON, Christopher B.","200","House","UT","0.596","0.017",0.82140177488327,58,5,60,11
"1693","29767","GOODE, Virgil H., Jr.","100","House","VA","0.118","0.993",0.275049030780792,8,3,16,5
"1694","29768","SMITH, Adam","100","House","WA","-0.288","-0.165",-0.511007487773895,337,9,253,15
"1695","29769","KIND, Ron","100","House","WI","-0.26","-0.08",-0.215783223509789,345,29,254,22
"1696","29770","JOHNSON, Jay W.","100","House","WI","-0.321","0.114",-0.0430062115192413,13,1,11,2
"1697","29772","REDMOND, William Thomas","200","House","NM","0.3","0.317",0.592476665973663,11,1,13,0
"1698","29778","LEE, Barbara","100","House","CA","-0.677","-0.569",-0.737971067428589,372,2,273,2
"1699","29774","CAPPS, Lois","100","House","CA","-0.389","-0.227",-0.437160044908524,288,5,215,9
"1700","29775","BONO, Mary","200","House","CA","0.353","-0.218",0.460725218057632,122,13,144,16
"1701","29779","WILSON, Heather","200","House","NM","0.247","-0.027",0.441117316484451,54,6,49,10
"1702","29776","MEEKS, Gregory W.","100","House","NY","-0.415","-0.072",-0.551055550575256,348,7,258,6
"1703","29773","FOSSELLA, Vito John","200","House","NY","0.426","-0.336",0.475687384605408,57,11,39,15
"1704","29777","BRADY, Robert A.","100","House","PA","-0.484","0.225",-0.393643647432327,307,10,250,11
"1705","29901","THOMPSON, Michael","100","House","CA","-0.393","0.068",-0.408469080924988,360,12,267,12
"1706","29902","OSE, Doug","200","House","CA","0.289","-0.316",0.592186450958252,26,3,18,4
"1707","29903","NAPOLITANO, Grace Flores","100","House","CA","-0.449","-0.245",-0.785151362419128,345,3,262,0
"1708","29904","KUYKENDALL, Steven T.","200","House","CA","0.219","-0.462",0.238072767853737,12,3,12,2
"1709","29905","MILLER, Gary G.","200","House","CA","0.478","0.222",0.681764304637909,141,10,187,6
"1710","29906","UDALL, Mark","100","House","CO","-0.353","0.049",-0.462201029062271,62,2,38,6
"1711","29907","TANCREDO, Thomas G.","200","House","CO","0.75","-0.022",0.757729411125183,47,7,47,4
"1712","29908","LARSON, John B.","100","House","CT","-0.396","-0.047",-0.482158988714218,331,5,261,6
"1713","29909","ISAKSON, Johnny","200","House","GA","0.402","-0.011",0.414581835269928,26,2,23,3
"1714","29910","SIMPSON, Michael K.","200","House","ID","0.297","0.307",0.570376455783844,272,34,323,10
"1715","29911","SCHAKOWSKY, Janice D.","100","House","IL","-0.603","-0.276",-0.798488080501556,368,8,268,4
"1716","29912","BIGGERT, Judy Borg","200","House","IL","0.323","-0.372",0.360674679279327,113,17,142,18
"1717","29913","PHELPS, David Dwain","100","House","IL","-0.207","0.715",0.0876119881868362,17,3,23,3
"1718","29914","HILL, Baron P.","100","House","IN","-0.121","0.137",0.0716171860694885,64,12,39,7
"1719","29915","MOORE, Dennis","100","House","KS","-0.267","0.159",-0.242690458893776,89,6,48,2
"1720","29916","LUCAS, Ken","100","House","KY","-0.058","0.721",0.188613921403885,20,7,25,2
"1721","29917","FLETCHER, Ernest L.","200","House","KY","0.285","0.273",0.498865455389023,25,4,21,1
"1722","29918","VITTER, David","200","House","LA","0.495","0.323",0.370748281478882,24,3,27,0
"1723","29919","CAPUANO, Michael Everett","100","House","MA","-0.58","-0.082",-0.640993773937225,317,3,252,3
"1724","29920","SHOWS, Clifford Ronald","100","House","MS","-0.092","0.996",0.218996465206146,14,7,16,7
"1725","29921","TERRY, Lee Raymond","200","House","NE","0.426","-0.067",0.5469691157341,162,12,194,14
"1726","29922","BERKLEY, Shelley","100","House","NV","-0.302","0.024",-0.437184482812881,176,2,107,5
"1727","29923","HOLT, Rush","100","House","NJ","-0.463","-0.33",-0.554930984973907,221,4,152,3
"1728","29924","UDALL, Thomas (Tom)","100","House","NM","-0.453","0.161",-0.409081876277924,61,2,40,4
"1729","29925","CROWLEY, Joseph","100","House","NY","-0.412","-0.07",-0.695569038391113,318,2,240,3
"1730","29926","WEINER, Anthony D.","100","House","NY","-0.408","-0.371",-0.67893248796463,100,2,65,3
"1731","29927","SWEENEY, John E.","200","House","NY","0.249","0.036",0.47555348277092,28,3,26,7
"1732","29928","REYNOLDS, Thomas M.","200","House","NY","0.349","0.009",0.494579434394836,52,6,43,4
"1733","29929","HAYES, Robert (Robin)","200","House","NC","0.351","0.388",0.456707775592804,52,7,46,4
"1734","29930","JONES, Stephanie Tubbs","100","House","OH","-0.521","-0.059",-0.38826134800911,57,4,39,2
"1735","29931","WU, David","100","House","OR","-0.37","0.031",-0.356167882680893,126,3,80,5
"1736","29932","WALDEN, Greg","200","House","OR","0.333","-0.011",0.575649857521057,286,18,318,13
"1737","29933","SHERWOOD, Don","200","House","PA","0.329","-0.005",0.512455224990845,26,4,29,3
"1738","29934","HOEFFEL, Joseph M.","100","House","PA","-0.338","-0.198",-0.401777118444443,28,0,23,2
"1739","29935","TOOMEY, Patrick Joseph","200","House","PA","0.624","-0.378",0.751302301883698,26,4,19,3
"1740","29936","DeMINT, James W.","200","House","SC","0.7","-0.102",0.684818983078003,29,1,22,0
"1741","29943","GONZALEZ, Charles A.","100","House","TX","-0.347","0.262",-0.146650597453117,145,27,93,13
"1742","29938","BAIRD, Brian","100","House","WA","-0.342","0.257",-0.0387043915688992,83,9,44,8
"1743","29939","RYAN, Paul D.","200","House","WI","0.556","-0.25",0.636164486408234,184,5,224,21
"1744","29940","BALDWIN, Tammy","100","House","WI","-0.492","-0.133",-0.626532852649689,176,2,108,3
"1745","29941","GREEN, Mark","200","House","WI","0.456","-0.294",0.390767693519592,29,1,32,7
"1746","99542","FORBES, Michael Patrick","100","House","NY","-0.167","0.179",-0.982174754142761,10,0,15,0
"1747","29942","BACA, Joe","100","House","CA","-0.349","0.292",-0.181917190551758,160,18,91,13
"1748","99767","GOODE, Virgil H., Jr.","328","House","VA","0.583","0.541",0.587369441986084,25,1,14,1
"1749","94879","MARTÍNEZ, Matthew G.","200","House","CA","0.371","-0.107",NA,NA,NA,NA,NA
"1750","99910","BUSH, George Walker","200","House","USA","0.693","-0.539",NA,NA,NA,NA,NA
"1751","20100","FLAKE, Jeff","200","House","AZ","0.855","-0.518",1,82,9,159,2
"1752","20102","ROSS, Michael Avery","100","House","AR","-0.201","0.89",0.188870057463646,105,17,114,20
"1753","20103","HONDA, Mike","100","House","CA","-0.529","-0.482",-0.705606937408447,268,3,196,2
"1754","20104","SCHIFF, Adam","100","House","CA","-0.35","-0.133",-0.571899354457855,354,4,261,1
"1755","20105","SOLIS, Hilda L.","100","House","CA","-0.508","-0.312",-0.555123150348663,50,0,27,0
"1756","20106","WATSON, Diane Edith","100","House","CA","-0.531","-0.351",-0.671686768531799,75,2,33,0
"1757","20107","ISSA, Darrell","200","House","CA","0.484","-0.001",0.737285196781158,243,2,304,7
"1758","20108","DAVIS, Susan A.","100","House","CA","-0.343","-0.103",-0.598984718322754,327,5,254,2
"1759","20109","SIMMONS, Robert (Rob)","200","House","CT","0.171","-0.566",0.0883988216519356,19,2,12,5
"1760","20111","CRENSHAW, Ander","200","House","FL","0.333","0.337",0.54793256521225,192,13,254,9
"1761","20112","KELLER, Richard (Ric)","200","House","FL","0.458","-0.068",0.5584836602211,34,2,33,4
"1762","20113","PUTNAM, Adam","200","House","FL","0.414","0.14",0.532090961933136,52,5,50,3
"1763","20114","OTTER, C. L. (Butch)","200","House","ID","0.692","0.057",0.639206886291504,12,2,22,2
"1764","20115","KIRK, Mark Steven","200","House","IL","0.274","-0.647",0.28580567240715,46,7,38,15
"1765","20116","JOHNSON, Timothy V.","200","House","IL","0.264","-0.52",0.211389675736427,93,28,81,49
"1766","20117","PENCE, Mike","200","House","IN","0.655","0.088",0.883811116218567,81,6,152,5
"1767","20118","KERNS, Brian D.","200","House","IN","0.724","0.198",NA,NA,NA,NA,NA
"1768","20120","ROGERS, Mike","200","House","MI","0.4","0.098",0.53860342502594,149,4,176,12
"1769","20121","KENNEDY, Mark","200","House","MN","0.409","0.304",0.362318158149719,14,1,16,6
"1770","20122","McCOLLUM, Betty","100","House","MN","-0.417","-0.193",-0.505043208599091,339,9,248,5
"1771","20147","CLAY, William Lacy, Jr.","100","House","MO","-0.481","-0.078",-0.555722177028656,333,4,250,4
"1772","20123","AKIN, W. Todd","200","House","MO","0.612","0.235",0.820885241031647,87,1,151,6
"1773","20124","GRAVES, Samuel","200","House","MO","0.447","0.167",0.703197598457336,259,5,309,5
"1774","20125","REHBERG, Denny","200","House","MT","0.337","0.244",0.567826151847839,101,5,148,5
"1775","20126","OSBORNE, Thomas","200","House","NE","0.299","0.025",0.748124957084656,14,0,19,5
"1776","20127","FERGUSON, Michael","200","House","NJ","0.244","-0.404",0.158707290887833,34,7,16,10
"1777","20128","GRUCCI, Jr., Felix J.","200","House","NY","0.238","-0.134",NA,NA,NA,NA,NA
"1778","20129","ISRAEL, Steve","100","House","NY","-0.334","-0.051",-0.536290407180786,269,3,199,3
"1779","20130","TIBERI, Patrick (Pat)","200","House","OH","0.386","-0.026",0.569486379623413,226,5,283,10
"1780","20132","CARSON, Brad","100","House","OK","-0.181","0.555",0.171770095825195,10,0,7,3
"1781","20133","HART, Melissa A.","200","House","PA","0.39","0.155",0.333663821220398,15,0,18,5
"1782","20134","SHUSTER, William (Bill)","200","House","PA","0.374","0.323",0.622314810752869,235,6,290,12
"1783","20135","PLATTS, Todd","200","House","PA","0.252","-0.15",0.342598348855972,105,10,116,26
"1784","20136","LANGEVIN, James","100","House","RI","-0.375","0.114",-0.516460418701172,353,4,258,3
"1785","20137","BROWN, Henry Edward, Jr.","200","House","SC","0.367","0.24",0.586666166782379,45,3,56,4
"1786","20139","CULBERSON, John","200","House","TX","0.503","0.366",0.786591231822968,218,9,290,4
"1787","20140","MATHESON, James David (Jim)","100","House","UT","-0.115","0.546",0.152647793292999,135,36,141,36
"1788","20141","DAVIS, Jo Ann","200","House","VA","0.426","0.173",0.640595257282257,14,1,20,5
"1789","20142","SCHROCK, Edward","200","House","VA","0.451","0.032",0.634487748146057,9,0,12,0
"1790","20144","CANTOR, Eric","200","House","VA","0.518","0.191",0.740170657634735,121,5,184,5
"1791","20145","LARSEN, Richard Ray (Rick)","100","House","WA","-0.365","0.178",-0.317118585109711,335,22,255,4
"1792","20146","CAPITO, Shelley Moore","200","House","WV","0.278","0.132",0.467227816581726,156,5,185,7
"1793","20143","FORBES, J. Randy","200","House","VA","0.407","0.218",0.60949182510376,203,7,258,10
"1794","20101","BOOZMAN, John","200","House","AR","0.426","0.335",0.620784938335419,41,3,57,3
"1795","20110","MILLER, Jefferson B. (Jeff)","200","House","FL","0.633","0.155",0.814121186733246,192,4,241,11
"1796","20119","LYNCH, Stephen F.","100","House","MA","-0.348","0.037",-0.476373612880707,344,4,250,4
"1797","20131","SULLIVAN, John","200","House","OK","0.513","0.173",0.729571461677551,84,5,136,3
"1798","20138","WILSON, Addison Graves (Joe)","200","House","SC","0.531","0.147",0.71977961063385,271,4,321,12
"1799","89767","GOODE, Virgil H., Jr.","200","House","VA","0.439","0.633",0.822518765926361,24,3,38,0
"1800","20300","BONNER, Jr., Josiah Robins (Jo)","200","House","AL","0.367","0.513",0.628737449645996,92,9,146,3
"1801","20301","ROGERS, Mike Dennis","200","House","AL","0.377","0.384",0.659644544124603,257,18,315,12
"1802","20302","DAVIS, Artur","100","House","AL","-0.27","0.454",-0.0652843341231346,64,4,26,5
"1803","20303","RENZI, Rick","200","House","AZ","0.265","0.199",0.472707152366638,33,4,26,2
"1804","20304","FRANKS, Trent","200","House","AZ","0.749","0.087",1,216,5,284,4
"1805","20305","GRIJALVA, Raúl M.","100","House","AZ","-0.598","-0.264",-0.569850921630859,334,5,249,4
"1806","20306","CARDOZA, Dennis A.","100","House","CA","-0.262","0.609",0.0957196801900864,88,25,86,30
"1807","20307","NUNES, Devin","200","House","CA","0.45","0.223",0.657177925109863,253,13,305,9
"1808","20310","SÁNCHEZ, Linda T.","100","House","CA","-0.508","-0.135",-0.675089776515961,313,3,243,1
"1809","20311","MUSGRAVE, Marilyn N","200","House","CO","0.565","0.223",0.700521647930145,28,3,29,3
"1810","20312","BEAUPREZ, Bob","200","House","CO","0.523","-0.102",0.661344230175018,8,0,15,0
"1811","20313","BROWN-WAITE, Virginia (Ginny)","200","House","FL","0.36","0.084",0.511439681053162,41,11,40,6
"1812","20314","HARRIS, Katherine","200","House","FL","0.452","-0.238",0.566073834896088,7,0,12,3
"1813","20358","MEEK, Kendrick B.","100","House","FL","-0.363","0.108",-0.191542282700539,63,4,29,0
"1814","20315","FEENEY, Tom","200","House","FL","0.641","-0.09",0.721874594688416,28,0,32,0
"1815","20316","DIAZ-BALART, Mario","200","House","FL","0.284","0.141",0.514645576477051,260,17,279,12
"1816","20317","MARSHALL, Jim","100","House","GA","-0.119","0.803",0.0848017707467079,60,9,18,10
"1817","20318","MAJETTE, Denise L.","100","House","GA","-0.364","-0.128",NA,NA,NA,NA,NA
"1818","20319","GINGREY, Phil","200","House","GA","0.561","0.272",0.792484045028687,128,1,189,6
"1819","20320","BURNS, Max","200","House","GA","0.365","0.136",NA,NA,NA,NA,NA
"1820","20321","SCOTT, David","100","House","GA","-0.304","0.168",-0.259063065052032,337,8,227,22
"1821","20322","CASE, Ed","100","House","HI","-0.198","-0.083",-0.217641800642014,55,3,28,2
"1822","20323","EMANUEL, Rahm","100","House","IL","-0.372","-0.131",-0.919360399246216,40,1,23,0
"1823","20324","CHOCOLA, Chris","200","House","IN","0.573","-0.164",0.600117802619934,10,0,12,3
"1824","20325","KING, Steve","200","House","IA","0.613","0.171",0.746174573898315,248,14,305,11
"1825","20327","ALEXANDER, Rodney","100","House","LA","-0.085","0.926",NA,NA,NA,NA,NA
"1826","20328","MICHAUD, Michael H.","100","House","ME","-0.283","-0.071",-0.212155148386955,185,22,123,11
"1827","20329","RUPPERSBERGER, C. A. (Dutch)","100","House","MD","-0.297","0.127",-0.465257167816162,336,3,237,7
"1828","20330","VAN HOLLEN, Christopher","100","House","MD","-0.392","-0.208",-0.587143421173096,262,3,196,2
"1829","20331","MILLER, Candice S.","200","House","MI","0.343","-0.001",0.489564836025238,196,10,223,29
"1830","20332","McCOTTER, Thaddeus George","200","House","MI","0.335","0.012",0.481676191091537,92,5,112,8
"1831","20333","KLINE, John","200","House","MN","0.49","0.154",0.666303217411041,198,8,248,12
"1832","20334","PORTER, Jon C.","200","House","NV","0.241","-0.071",0.39431881904602,35,0,25,5
"1833","20335","BRADLEY, Jeb","200","House","NH","0.371","-0.578",0.143198892474174,11,4,4,6
"1834","20336","GARRETT, Scott","200","House","NJ","0.688","-0.243",0.837839066982269,188,4,250,14
"1835","20337","PEARCE, Stevan","200","House","NM","0.472","0.064",0.640638053417206,211,6,250,10
"1836","20338","BISHOP, Timothy H.","100","House","NY","-0.338","-0.05",-0.580294907093048,197,2,132,3
"1837","20339","BALLANCE, Frank W., Jr.","100","House","NC","-0.446","-0.039",NA,NA,NA,NA,NA
"1838","20341","MILLER, Brad","100","House","NC","-0.376","0.063",-0.45689070224762,152,4,86,3
"1839","20342","TURNER, Michael R.","200","House","OH","0.269","0.245",0.509028315544128,274,15,304,14
"1840","20343","RYAN, Timothy J.","100","House","OH","-0.402","0.208",-0.457384824752808,335,6,238,10
"1841","20344","COLE, Tom","200","House","OK","0.324","0.4",0.596998274326324,261,18,313,8
"1842","20345","GERLACH, Jim","200","House","PA","0.221","-0.107",0.344392001628876,135,18,157,27
"1843","20346","MURPHY, Timothy","200","House","PA","0.258","0.198",0.543425559997559,219,13,272,16
"1844","20347","BARRETT, James Gresham","200","House","SC","0.653","0.062",0.750845730304718,32,2,48,3
"1845","20348","JANKLOW, William J.","200","House","SD","0.265","0.085",NA,NA,NA,NA,NA
"1846","20350","DAVIS, Lincoln","100","House","TN","-0.205","0.854",0.0604540780186653,57,11,27,3
"1847","20351","BLACKBURN, Marsha","200","House","TN","0.628","0.151",0.78350031375885,230,3,284,11
"1848","20352","HENSARLING, Jeb","200","House","TX","0.703","0.04",0.914789497852325,231,4,301,7
"1849","20354","BELL, Chris","100","House","TX","-0.342","0.258",NA,NA,NA,NA,NA
"1850","20355","BURGESS, Michael C.","200","House","TX","0.567","-0.185",0.806345283985138,257,6,322,11
"1851","20356","CARTER, John R.","200","House","TX","0.485","0.565",0.741692185401917,247,17,318,4
"1852","20357","BISHOP, Robert (Rob)","200","House","UT","0.537","0.105",0.787261843681335,243,6,302,21
"1853","20353","NEUGEBAUER, Randy","200","House","TX","0.628","0.322",0.82742840051651,186,7,252,2
"1854","20326","CHANDLER, A. B. (Ben)","100","House","KY","-0.232","0.516",-0.0228826757520437,116,14,84,13
"1855","94828","HALL, Ralph Moody","200","House","TX","0.424","0.308",0.683568358421326,122,8,173,9
"1856","20349","HERSETH SANDLIN, Stephanie","100","House","SD","-0.184","0.507",0.0690390691161156,57,10,23,4
"1857","20538","MATSUI, Doris","100","House","CA","-0.435","-0.146",-0.523332834243774,330,1,248,5
"1858","20501","COSTA, Jim","100","House","CA","-0.196","0.458",0.0883174166083336,231,66,207,66
"1859","20502","SALAZAR, John","100","House","CO","-0.277","0.561",0.0760146602988243,57,8,18,8
"1860","20503","MACK, Connie, IV","200","House","FL","0.601","-0.16",0.726963639259338,84,2,132,9
"1861","20504","WASSERMAN SCHULTZ, Debbie","100","House","FL","-0.416","0.088",-0.761135518550873,331,1,236,2
"1862","20505","PRICE, Tom","200","House","GA","0.644","-0.073",0.797286987304688,189,1,247,8
"1863","20506","WESTMORELAND, Lynn A.","200","House","GA","0.672","0.189",0.880742311477661,176,7,249,3
"1864","20507","BARROW, John","100","House","GA","-0.119","0.46",0.099584773182869,129,36,141,27
"1865","20508","LIPINSKI, Daniel","100","House","IL","-0.227","0.176",-0.289898365736008,308,16,236,13
"1866","20509","BEAN, Melissa L.","100","House","IL","-0.155","-0.063",-0.0531335286796093,65,0,18,9
"1867","20510","SODREL, Michael E.","200","House","IN","0.422","0.249",NA,NA,NA,NA,NA
"1868","20511","DAVIS, Geoffrey C. (Geoff)","200","House","KY","0.398","0.412",0.63773638010025,79,9,136,4
"1869","20512","JINDAL, Bobby","200","House","LA","0.388","-0.04",0.5201096534729,15,3,16,4
"1870","20513","MELANCON, Charles J.","100","House","LA","-0.178","0.798",0.0552089773118496,57,7,23,4
"1871","90327","ALEXANDER, Rodney","200","House","LA","0.331","0.408",0.576130568981171,86,13,142,6
"1872","20514","BOUSTANY, Charles W.","200","House","LA","0.392","0.308",0.625871300697327,189,10,238,15
"1873","20515","SCHWARZ, John J. H. (Joe)","200","House","MI","0.249","-0.282",NA,NA,NA,NA,NA
"1874","20516","CARNAHAN, Russ","100","House","MO","-0.347","-0.005",-0.480504393577576,146,1,84,3
"1875","20517","CLEAVER, Emanuel, II","100","House","MO","-0.453","0.009",-0.508631825447083,327,3,235,5
"1876","20518","FORTENBERRY, Jeff","200","House","NE","0.304","-0.061",0.437849283218384,262,17,289,20
"1877","20519","HIGGINS, Brian","100","House","NY","-0.348","-0.032",-0.536345481872559,337,3,252,3
"1878","20520","KUHL, John R. (Randy), Jr.","200","House","NY","0.277","0.06",0.43434602022171,28,1,23,5
"1879","20340","BUTTERFIELD, George Kenneth, Jr. (G.K.)","100","House","NC","-0.404","0.184",-0.274855673313141,321,16,241,10
"1880","20521","FOXX, Virginia Ann","200","House","NC","0.623","0.18",0.800970911979675,251,10,322,11
"1881","20522","McHENRY, Patrick T.","200","House","NC","0.529","0.131",0.691200911998749,259,9,306,12
"1882","20523","BOREN, Daniel David","100","House","OK","-0.112","0.994",0.263515591621399,89,13,93,23
"1883","20524","FITZPATRICK, Michael G.","200","House","PA","0.202","-0.186",0.262996315956116,113,39,160,64
"1884","20525","SCHWARTZ, Allyson Y.","100","House","PA","-0.343","-0.008",-0.555701673030853,180,2,121,2
"1885","20526","DENT, Charles W.","200","House","PA","0.244","-0.085",0.416974991559982,232,6,260,34
"1886","20527","GOHMERT, Louie","200","House","TX","0.644","-0.406",0.824128985404968,240,10,309,13
"1887","20528","POE, Ted","200","House","TX","0.594","-0.029",0.809471487998962,195,13,262,7
"1888","20529","GREEN, Al","100","House","TX","-0.443","0.29",-0.364270120859146,320,12,243,7
"1889","20530","McCAUL, Michael T.","200","House","TX","0.416","0.144",0.607258856296539,270,6,303,17
"1890","20531","CONAWAY, K. Michael","200","House","TX","0.593","0.367",0.831108629703522,243,7,323,6
"1891","20532","MARCHANT, Kenny","200","House","TX","0.6","0.154",0.794101119041443,232,5,298,8
"1892","20533","CUELLAR, Henry","100","House","TX","-0.227","0.622",0.0195238813757896,260,51,197,87
"1893","20534","DRAKE, Thelma D.","200","House","VA","0.402","0.287",0.58535373210907,27,0,29,1
"1894","20535","McMORRIS RODGERS, Cathy","200","House","WA","0.432","0.11",0.632761299610138,266,6,304,17
"1895","20536","REICHERT, David G.","200","House","WA","0.224","-0.146",0.305231779813766,194,38,230,63
"1896","20537","MOORE, Gwendolynne S. (Gwen)","100","House","WI","-0.526","-0.258",-0.53359317779541,325,4,236,8
"1897","20540","SCHMIDT, Jean","200","House","OH","0.467","-0.1",0.574616491794586,83,9,129,10
"1898","20539","CAMPBELL, John (of California)","200","House","CA","0.748","-0.415",0.70756995677948,102,7,139,16
"1899","20700","MITCHELL, Harry E.","100","House","AZ","-0.056","0.028",0.0218946170061827,51,3,16,4
"1900","20701","GIFFORDS, Gabrielle","100","House","AZ","-0.11","0.076",-0.0677573159337044,54,2,16,3
"1901","20702","McNERNEY, Jerry","100","House","CA","-0.263","-0.159",-0.386345595121384,326,5,244,5
"1902","20703","MCCARTHY, Kevin","200","House","CA","0.453","0.233",0.687291026115417,259,11,299,9
"1903","20704","LAMBORN, Doug","200","House","CO","0.667","0.232",0.896440267562866,244,3,325,5
"1904","20705","PERLMUTTER, Ed","100","House","CO","-0.282","0.072",-0.237315714359283,311,26,230,10
"1905","20706","COURTNEY, Joe","100","House","CT","-0.34","0.03",-0.407928824424744,332,4,240,5
"1906","20707","MURPHY, Christopher","100","House","CT","-0.272","-0.206",-0.596507370471954,137,0,78,1
"1907","20758","BILIRAKIS, Gus","200","House","FL","0.419","-0.017",0.594982206821442,265,7,285,19
"1908","20708","CASTOR, Kathy","100","House","FL","-0.437","0.06",-0.602202475070953,321,2,237,1
"1909","20709","BUCHANAN, Vernon G.","200","House","FL","0.362","-0.095",0.462806522846222,246,24,266,23
"1910","20710","MAHONEY, Tim","100","House","FL","-0.163","0.531",0.0285355411469936,26,1,12,0
"1911","20711","KLEIN, Ron","100","House","FL","-0.265","0",-0.370717108249664,56,0,19,0
"1912","20712","JOHNSON, Hank","100","House","GA","-0.473","-0.025",-0.641104340553284,322,2,235,4
"1913","20713","HIRONO, Mazie","100","House","HI","-0.513","-0.083",-0.611166954040527,132,3,72,2
"1914","20714","SALI, William","200","House","ID","0.639","0.265",0.85072135925293,13,0,24,2
"1915","20715","ROSKAM, Peter","200","House","IL","0.429","0.018",0.611203253269196,214,9,253,14
"1916","20716","HARE, Phil","100","House","IL","-0.38","0.155",-0.0664338916540146,56,1,18,1
"1917","20717","DONNELLY, Joe","100","House","IN","-0.119","0.435",0.108365394175053,93,11,92,24
"1918","20718","ELLSWORTH, Brad","100","House","IN","-0.106","0.612",0.118194326758385,51,4,16,3
"1919","20719","BRALEY, Bruce","100","House","IA","-0.31","-0.205",-0.414537757635117,178,2,115,7
"1920","20720","LOEBSACK, Dave","100","House","IA","-0.276","-0.027",-0.306465208530426,312,7,229,16
"1921","20721","BOYDA, Nancy","100","House","KS","-0.193","0.566",0.0326309613883495,27,0,9,3
"1922","20723","YARMUTH, John","100","House","KY","-0.378","-0.275",-0.593167185783386,318,3,231,5
"1923","20724","SARBANES, John","100","House","MD","-0.465","-0.071",-0.632210075855255,324,3,239,4
"1924","20725","WALBERG, Tim","200","House","MI","0.501","0.142",0.712481260299683,251,6,280,13
"1925","20726","WALZ, Tim","100","House","MN","-0.275","0.131",-0.183247685432434,274,27,198,13
"1926","20727","ELLISON, Keith","100","House","MN","-0.537","-0.58",-0.593489229679108,269,3,214,4
"1927","20728","BACHMANN, Michele","200","House","MN","0.584","-0.03",0.744602501392365,106,1,134,7
"1928","20729","SMITH, Adrian","200","House","NE","0.513","0.233",0.715203821659088,255,6,306,13
"1929","20730","HELLER, Dean","200","House","NV","0.463","-0.459",0.623719036579132,47,1,47,8
"1930","20731","SHEA-PORTER, Carol","100","House","NH","-0.315","-0.131",-0.535276651382446,134,3,93,5
"1931","20732","HODES, Paul","100","House","NH","-0.256","-0.158",-0.180147767066956,56,0,18,1
"1932","20542","SIRES, Albio","100","House","NJ","-0.404","0.098",-0.418488383293152,313,5,233,6
"1933","20733","CLARKE, Yvette Diane","100","House","NY","-0.609","-0.246",-0.903578579425812,324,5,242,2
"1934","20734","HALL, John","100","House","NY","-0.319","-0.046",-0.211205884814262,57,0,17,2
"1935","20735","GILLIBRAND, Kirsten","100","House","NY","-0.469","-0.403",-0.0137110855430365,22,0,11,2
"1936","20736","ARCURI, Michael","100","House","NY","-0.206","0.341",-0.0853089913725853,54,2,17,2
"1937","20737","SHULER, Heath","100","House","NC","-0.07","0.224",-0.0319161862134933,94,22,61,26
"1938","20738","JORDAN, Jim","200","House","OH","0.717","-0.198",0.911562621593475,245,2,322,9
"1939","20739","WILSON, Charlie","100","House","OH","-0.321","0.635",-0.153619602322578,55,2,19,0
"1940","20740","SUTTON, Betty","100","House","OH","-0.44","0.165",-0.549583256244659,125,0,75,6
"1941","20741","SPACE, Zack","100","House","OH","-0.167","0.498",0.061875008046627,51,4,17,3
"1942","20742","FALLIN, Mary","200","House","OK","0.432","0.244",0.660272657871246,31,1,41,1
"1943","20743","ALTMIRE, Jason","100","House","PA","-0.133","0.59",0.169275686144829,85,19,97,21
"1944","20744","SESTAK, Joe","100","House","PA","-0.271","-0.155",-0.370073407888412,50,0,18,0
"1945","20745","MURPHY, Patrick","100","House","PA","-0.204","0.107",-0.106141440570354,49,2,15,0
