"","icpsr","name","party_code","state_abbrev","ambiguity","dim1","dim2","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","se1D","prop1","prop2","prop3","chamber"
"823","14874","DOWDY, Charles Wayne","100","MS",0,-0.259,"0.724",36,6,4,23,0.726811528205872,0.855072463768116,0.0758850947022438,0,85.7142857142857,85.1851851851852,85.4497354497354,"House"
"824","14875","OXLEY, Michael Garver","200","OH",0,0.382,"-0.093",130,14,12,134,0.791105031967163,0.910344827586207,0.474140018224716,0,90.2777777777778,91.7808219178082,91.029299847793,"House"
"825","14879","MARTÍNEZ, Matthew G.","100","CA",0,-0.341,"0.106",128,22,21,60,0.643458425998688,0.813852813852814,-0.0170244667679071,0,85.3333333333333,74.0740740740741,79.7037037037037,"House"
"826","14877","KENNELLY, Barbara Bailey","100","CT",0,-0.346,"-0.13",136,15,12,57,0.750493347644806,0.877272727272727,-0.155367404222488,0,90.0662251655629,82.6086956521739,86.3374604088684,"House"
"827","14880","HALL, Katie Beatrice","100","IN",0,-0.529,"0.095",15,1,1,13,0.788005411624908,0.933333333333333,-0.143261924386024,0,93.75,92.8571428571429,93.3035714285714,"House"
"828","15022","ERDREICH, Ben","100","AL",0,-0.06,"0.372",63,4,11,21,0.721428096294403,0.848484848484849,0.108040571212769,0,94.0298507462687,65.625,79.8274253731343,"House"
"829","15039","McCAIN, John Sidney, III","200","AZ",0,0.381,"-0.626",23,2,3,14,0.657829403877258,0.880952380952381,0.37909123301506,0,92,82.3529411764706,87.1764705882353,"House"
"830","14454","STUMP, Robert Lee","200","AZ",0,0.703,"0.203",75,10,6,158,0.855323433876038,0.93574297188755,0.887726008892059,0,88.2352941176471,96.3414634146341,92.2883787661406,"House"
"831","15043","McNULTY, James Francis, Jr.","100","AZ",0,-0.296,"0.052",12,1,2,7,0.705242455005646,0.863636363636364,0.026911985129118,0,92.3076923076923,77.7777777777778,85.042735042735,"House"
"832","15009","BOSCO, Douglas Harry","100","CA",0,-0.271,"-0.024",50,5,9,18,0.707976520061493,0.829268292682927,0.0734479427337646,0,90.9090909090909,66.6666666666667,78.7878787878788,"House"
"833","15011","BOXER, Barbara","100","CA",0,-0.45,"-0.423",63,1,4,25,0.891973853111267,0.946236559139785,-0.476234614849091,0,98.4375,86.2068965517241,92.3221982758621,"House"
"834","15078","ZSCHAU, Edwin Van Wyck","200","CA",0,0.345,"-0.745",23,3,5,14,0.678696393966675,0.822222222222222,0.374604135751724,0,88.4615384615385,73.6842105263158,81.0728744939271,"House"
"835","15032","LEHMAN, Richard Henry","100","CA",0,-0.27,"-0.036",66,5,7,29,0.771276831626892,0.88785046728972,0.00666925171390176,0,92.9577464788732,80.5555555555556,86.7566510172144,"House"
"836","15005","BERMAN, Howard Lawrence","100","CA",0,-0.404,"-0.286",295,6,4,156,0.931020617485046,0.978308026030369,-0.579692363739014,0,98.0066445182724,97.5,97.7533222591362,"House"
"837","15034","LEVINE, Meldon Edises","100","CA",0,-0.436,"-0.24",62,1,4,26,0.879324853420258,0.946236559139785,-0.406201481819153,0,98.4126984126984,86.6666666666667,92.5396825396825,"House"
"838","15070","TORRES, Esteban Edward","100","CA",0,-0.487,"0.012",130,5,8,49,0.824219882488251,0.932291666666667,-0.405294269323349,0,96.2962962962963,85.9649122807018,91.130604288499,"House"
"839","15040","McCANDLESS, Alfred A.","200","CA",0,0.474,"-0.225",55,14,5,43,0.708586633205414,0.837606837606838,0.519038915634155,0,79.7101449275362,89.5833333333333,84.6467391304348,"House"
"840","15051","PACKARD, Ronald C.","200","CA",0,0.419,"0.152",96,18,7,109,0.772746503353119,0.891304347826087,0.502055168151855,0,84.2105263157895,93.9655172413793,89.0880217785844,"House"
"841","15004","BATES, Jim","100","CA",0,-0.279,"-0.682",59,1,4,23,0.880696177482605,0.942528735632184,-0.430098205804825,0,98.3333333333333,85.1851851851852,91.7592592592593,"House"
"842","15058","SCHAEFER, Daniel","200","CO",0,0.479,"-0.123",83,16,10,94,0.764169931411743,0.87192118226601,0.474306493997574,0,83.8383838383838,90.3846153846154,87.1114996114996,"House"
"843","15045","MORRISON, Bruce Andrew","100","CT",0,-0.396,"-0.59",60,1,2,23,0.870469748973846,0.965116279069767,-0.203427538275719,0,98.3606557377049,92,95.1803278688525,"House"
"844","15028","JOHNSON, Nancy Lee","200","CT",0,0.122,"-0.513",118,34,50,73,0.599482417106628,0.694545454545455,0.148260727524757,0,77.6315789473684,59.349593495935,68.4905862216517,"House"
"845","15015","CARPER, Thomas Richard","100","DE",0,-0.179,"-0.226",58,8,6,28,0.751269102096558,0.86,0.0282111335545778,0,87.8787878787879,82.3529411764706,85.1158645276292,"House"
"846","15038","MacKAY, Kenneth Hood, Jr. (Buddy)","100","FL",0,-0.13,"-0.117",29,5,6,17,0.682368278503418,0.807017543859649,0.0607840940356255,0,85.2941176470588,73.9130434782609,79.6035805626598,"House"
"847","15006","BILIRAKIS, Michael","200","FL",0,0.382,"-0.219",116,14,20,120,0.727201700210571,0.874074074074074,0.379394590854645,0,89.2307692307692,85.7142857142857,87.4725274725275,"House"
"848","15035","LEWIS, Thomas F.","200","FL",0,0.387,"-0.324",63,12,8,32,0.725219249725342,0.826086956521739,0.381744593381882,0,84,80,82,"House"
"849","15037","MACK, Connie, III","200","FL",0,0.466,"-0.321",26,9,5,19,0.655745387077332,0.76271186440678,0.518489420413971,0,74.2857142857143,79.1666666666667,76.7261904761905,"House"
"850","15062","SMITH, Lawrence Jack","100","FL",0,-0.355,"0.075",60,3,2,25,0.845753073692322,0.944444444444444,-0.18436373770237,0,95.2380952380952,92.5925925925926,93.9153439153439,"House"
"851","15069","THOMAS, Robert Lindsay","100","GA",0,-0.14,"0.673",57,8,7,27,0.710809826850891,0.848484848484849,0.080387644469738,0,87.6923076923077,79.4117647058823,83.552036199095,"House"
"852","15053","RAY, Richard Belmont","100","GA",0,0.035,"0.56",55,7,5,25,0.682259023189545,0.869565217391304,0.259546905755997,0,88.7096774193548,83.3333333333333,86.0215053763441,"House"
"853","15057","ROWLAND, James Roy, Jr.","100","GA",0,-0.127,"0.616",70,6,6,35,0.732397496700287,0.897435897435897,0.109345301985741,0,92.1052631578947,85.3658536585366,88.7355584082157,"House"
"854","15036","LIPINSKI, William Oliver","100","IL",0,-0.176,"0.3",130,20,19,61,0.697954714298248,0.830434782608696,-0.0166538655757904,0,86.6666666666667,76.25,81.4583333333333,"House"
"855","15023","EVANS, Lane Allen","100","IL",0,-0.454,"-0.181",170,6,8,84,0.873272895812988,0.947761194029851,-0.564402937889099,0,96.5909090909091,91.304347826087,93.947628458498,"House"
"856","15021","DURBIN, Richard Joseph","100","IL",0,-0.348,"-0.304",119,9,8,39,0.78524911403656,0.902857142857143,-0.190288841724396,0,92.96875,82.9787234042553,87.9737367021277,"House"
"857","15014","BURTON, Danny Lee","200","IN",0,0.585,"-0.026",163,21,23,266,0.793997764587402,0.906976744186046,0.734259903430939,0,88.5869565217391,92.0415224913495,90.3142395065443,"House"
"858","15041","McCLOSKEY, Francis Xavier","100","IN",0,-0.336,"0.094",68,5,4,32,0.858358263969421,0.91743119266055,-0.223744794726372,0,93.1506849315068,88.8888888888889,91.0197869101979,"House"
"859","15061","SLATTERY, James Charles","100","KS",0,-0.099,"-0.04",56,15,12,27,0.605844140052795,0.754545454545455,0.129084795713425,0,78.8732394366197,69.2307692307692,74.0520043336945,"House"
"860","15042","McKERNAN, John Rettie, Jr.","200","ME",0,0.137,"-0.708",23,7,4,13,0.642552077770233,0.765957446808511,0.0144512774422765,0,76.6666666666667,76.4705882352941,76.5686274509804,"House"
"861","15033","LEVIN, Sander Martin","100","MI",0,-0.379,"-0.091",452,20,20,303,0.883420884609222,0.949685534591195,-0.379912853240967,0,95.7627118644068,93.8080495356037,94.7853807000052,"House"
"862","15052","PENNY, Timothy Joseph","100","MN",0,-0.051,"-0.502",57,15,16,30,0.602649927139282,0.73728813559322,0.167080208659172,0,79.1666666666667,65.2173913043478,72.1920289855072,"House"
"863","15059","SIKORSKI, Gerald Edward","100","MN",0,-0.217,"-0.976",68,1,2,28,0.910831034183502,0.96969696969697,-0.572621762752533,0,98.5507246376812,93.3333333333333,95.9420289855072,"House"
"864","15025","FRANKLIN, William Webster","200","MS",0,0.303,"0.227",18,6,6,11,0.652795791625977,0.707317073170732,0.412020891904831,0,75,64.7058823529412,69.8529411764706,"House"
"865","15076","WHEAT, Alan Dupree","100","MO",0,-0.465,"-0.73",74,0,3,33,0.929384171962738,0.972727272727273,-0.664681971073151,0,100,91.6666666666667,95.8333333333333,"House"
"866","15054","REID, Harry","100","NV",0,-0.276,"0.258",28,3,1,15,0.718693196773529,0.914893617021277,-0.139543399214745,0,90.3225806451613,93.75,92.0362903225806,"House"
"867","15075","VUCANOVICH, Barbara Farrell","200","NV",0,0.441,"-0.109",58,13,11,94,0.739231526851654,0.863636363636364,0.606944978237152,0,81.6901408450704,89.5238095238095,85.60697518444,"House"
"868","15071","TORRICELLI, Robert Guy","100","NJ",0,-0.262,"-0.118",114,3,5,44,0.893983483314514,0.951807228915663,-0.401756078004837,0,97.4358974358974,89.7959183673469,93.6159079016222,"House"
"869","15055","RICHARDSON, Bill","100","NM",0,-0.321,"0.227",115,7,4,41,0.803794205188751,0.934131736526946,-0.253902524709702,0,94.2622950819672,91.1111111111111,92.6867030965392,"House"
"870","15046","MRAZEK, Robert Jan","100","NY",0,-0.349,"-0.281",59,5,3,26,0.838360369205475,0.913978494623656,-0.212326973676682,0,92.1875,89.6551724137931,90.9213362068966,"House"
"871","15000","ACKERMAN, Gary Leonard","100","NY",0,-0.429,"-0.165",293,5,10,149,0.904275238513947,0.967177242888403,-0.492690950632095,0,98.3221476510067,93.7106918238994,96.016419737453,"House"
"872","15072","TOWNS, Edolphus","100","NY",0,-0.519,"-0.132",290,9,12,155,0.884555160999298,0.954935622317597,-0.418541491031647,0,96.989966555184,92.814371257485,94.9021689063345,"House"
"873","15050","OWENS, Major Robert Odell","100","NY",0,-0.569,"-0.516",171,2,4,83,0.921539843082428,0.976923076923077,-0.666747689247131,0,98.8439306358381,95.4022988505747,97.1231147432064,"House"
"874","15007","BOEHLERT, Sherwood Louis","200","NY",0,0.103,"-0.718",132,25,40,79,0.636125206947327,0.764492753623188,0.0934052988886833,0,84.0764331210191,66.3865546218487,75.2314938714339,"House"
"875","15073","VALENTINE, Itimous Thaddeus, Jr., (Tim)","100","NC",0,-0.084,"0.465",66,11,13,28,0.666767120361328,0.796610169491525,0.114588491618633,0,85.7142857142857,68.2926829268293,77.0034843205575,"House"
"876","15012","BRITT, Charles Robin","100","NC",0,-0.178,"0.123",15,2,2,5,0.662901043891907,0.833333333333333,0.121991761028767,0,88.2352941176471,71.4285714285714,79.8319327731092,"House"
"877","15017","CLARKE, James McClure","100","NC",0,-0.204,"0.104",38,6,1,15,0.791118741035461,0.883333333333333,-0.099825069308281,0,86.3636363636364,93.75,90.0568181818182,"House"
"878","15020","DeWINE, Michael","200","OH",0,0.289,"-0.418",46,13,12,18,0.603675842285156,0.719101123595506,0.320428639650345,0,77.9661016949153,60,68.9830508474576,"House"
"879","15029","KAPTUR, Marcia Carolyn (Marcy)","100","OH",0,-0.348,"0.117",474,25,23,308,0.843238472938538,0.942168674698795,-0.308254182338715,0,94.9899799599198,93.0513595166163,94.0206697382681,"House"
"880","15030","KASICH, John Richard","200","OH",0,0.314,"0.013",96,20,16,99,0.699317574501038,0.844155844155844,0.422443896532059,0,82.7586206896552,86.0869565217391,84.4227886056971,"House"
"881","15024","FEIGHAN, Edward Farrell","100","OH",0,-0.304,"-0.267",57,7,5,24,0.748719990253448,0.870967741935484,-0.0203641206026077,0,89.0625,82.7586206896552,85.9105603448276,"House"
"882","15063","SMITH, Robert Freeman","200","OR",0,0.396,"-0.203",68,13,10,46,0.684427380561829,0.832116788321168,0.484066367149353,0,83.9506172839506,82.1428571428571,83.0467372134039,"House"
"883","15008","BORSKI, Robert Anthony, Jr.","100","PA",0,-0.416,"0.406",154,15,7,70,0.80296391248703,0.910569105691057,-0.196140930056572,0,91.1242603550296,90.9090909090909,91.0166756320602,"House"
"884","15031","KOLTER, Joseph Paul","100","PA",0,-0.28,"0.388",52,6,6,22,0.742200314998627,0.86046511627907,0.000344137079082429,0,89.6551724137931,78.5714285714286,84.1133004926108,"House"
"885","15026","GEKAS, George William","200","PA",0,0.426,"-0.295",100,20,13,116,0.758730828762054,0.867469879518072,0.520401358604431,0,83.3333333333333,89.922480620155,86.6279069767442,"House"
"886","15056","RIDGE, Thomas Joseph","200","PA",0,0.186,"-0.669",63,9,11,25,0.669821262359619,0.814814814814815,0.238665908575058,0,87.5,69.4444444444444,78.4722222222222,"House"
"887","15064","SPRATT, John McKee, Jr.","100","SC",0,-0.256,"0.255",217,17,15,101,0.781899034976959,0.908571428571429,-0.0356662236154079,0,92.7350427350427,87.0689655172414,89.9020041261421,"House"
"888","15068","TALLON, Robert Mooneyhan, Jr. (Robin)","100","SC",0,-0.1,"0.366",54,3,15,21,0.69801926612854,0.806451612903226,0.193238288164139,0,94.7368421052632,58.3333333333333,76.5350877192982,"House"
"889","15019","COOPER, James Hayes Shofner","100","TN",0,-0.164,"-0.033",383,50,28,256,0.752436280250549,0.891213389121339,-0.203488111495972,0,88.4526558891455,90.1408450704225,89.296750479784,"House"
"890","15066","SUNDQUIST, Donald Kenneth","200","TN",0,0.371,"-0.202",52,13,10,36,0.668337345123291,0.792792792792793,0.439992159605026,0,80,78.2608695652174,79.1304347826087,"House"
"891","15002","BARTLETT, Harry Stephen (Steve)","200","TX",0,0.46,"0.139",37,5,8,39,0.688950061798096,0.853932584269663,0.639542102813721,0,88.0952380952381,82.9787234042553,85.5369807497467,"House"
"892","15013","BRYANT, John Wiley","100","TX",0,-0.358,"0.135",112,6,8,36,0.797671258449554,0.91358024691358,-0.214274019002914,0,94.9152542372881,81.8181818181818,88.366718027735,"House"
"893","15018","COLEMAN, Ronald D'Emory","100","TX",0,-0.402,"0.548",111,14,6,40,0.740544319152832,0.883040935672515,-0.168117105960846,0,88.8,86.9565217391304,87.8782608695652,"House"
"894","15001","ANDREWS, Michael Allen","100","TX",0,-0.135,"0.32",64,10,12,30,0.672833740711212,0.810344827586207,0.0732981786131859,0,86.4864864864865,71.4285714285714,78.957528957529,"House"
"895","15074","VANDERGRIFF, Tommy (Tom) Joe","100","TX",0,0.029,"0.38",16,0,4,3,0.657011926174164,0.826086956521739,0.250223219394684,0,100,42.8571428571429,71.4285714285714,"House"
"896","15049","ORTIZ, Solomon P.","100","TX",0,-0.272,"0.712",160,47,35,86,0.629283308982849,0.75,0.0710621997714043,0,77.2946859903382,71.0743801652893,74.1845330778137,"House"
"897","15047","NIELSON, Howard Curtis","200","UT",0,0.505,"0.119",30,12,7,40,0.641676843166351,0.786516853932584,0.63177889585495,0,71.4285714285714,85.1063829787234,78.2674772036474,"House"
"898","15003","BATEMAN, Herbert Harvell","200","VA",0,0.242,"0.191",96,15,10,104,0.753441214561462,0.888888888888889,0.40176647901535,0,86.4864864864865,91.2280701754386,88.8572783309625,"House"
"899","15060","SISISKY, Norman","100","VA",0,-0.122,"0.453",93,21,22,92,0.652539193630219,0.81140350877193,0.255625694990158,0,81.578947368421,80.7017543859649,81.140350877193,"House"
"900","15048","OLIN, James R.","100","VA",0,-0.119,"0.05",51,8,12,24,0.612974464893341,0.789473684210526,0.198711708188057,0,86.4406779661017,66.6666666666667,76.5536723163842,"House"
"901","15010","BOUCHER, Frederick C.","100","VA",0,-0.265,"0.189",199,19,12,91,0.801299512386322,0.903426791277259,-0.0983633100986481,0,91.2844036697248,88.3495145631068,89.8169591164158,"House"
"902","15016","CHANDLER, Rodney Dennis","200","WA",0,0.254,"-0.612",56,8,10,23,0.677751362323761,0.814432989690722,0.26005357503891,0,87.5,69.6969696969697,78.5984848484848,"House"
"903","15083","MOLLOHAN, Alan Bowlby","100","WV",0,-0.292,"0.657",162,38,37,97,0.648134350776672,0.775449101796407,0.0844014286994934,0,81,72.3880597014925,76.6940298507463,"House"
"904","15065","STAGGERS, Harley Orrin, Jr.","100","WV",0,-0.315,"0.158",60,4,10,23,0.74641478061676,0.855670103092783,0.00322203780524433,0,93.75,69.6969696969697,81.7234848484848,"House"
"905","15077","WISE, Robert Ellsworth, Jr.","100","WV",0,-0.32,"0.253",130,22,12,61,0.736519873142242,0.848888888888889,-0.0850017890334129,0,85.5263157894737,83.5616438356164,84.5439798125451,"House"
"906","15044","MOODY, Jim","100","WI",0,-0.347,"-0.566",62,3,4,26,0.764795005321503,0.926315789473684,-0.120733827352524,0,95.3846153846154,86.6666666666667,91.025641025641,"House"
"907","15080","BURTON, Sala Galante","100","CA",0,-0.585,"-0.137",23,0,2,13,0.899486005306244,0.947368421052632,-0.355855792760849,0,100,86.6666666666667,93.3333333333333,"House"
"908","15079","HAYES, Charles Arthur","100","IL",0,-0.656,"-0.395",65,1,5,24,0.881561577320099,0.936842105263158,-0.271191984415054,0,98.4848484848485,82.7586206896552,90.6217345872518,"House"
"909","15081","DARDEN, George (Buddy)","100","GA",0,-0.161,"0.691",62,6,7,32,0.747361838817596,0.878504672897196,0.0531066954135895,0,91.1764705882353,82.051282051282,86.6138763197587,"House"
"910","15082","KLECZKA, Gerald Daniel","100","WI",0,-0.322,"-0.093",147,12,10,68,0.797646284103394,0.907172995780591,-0.190674304962158,0,92.4528301886792,87.1794871794872,89.8161586840832,"House"
"911","15090","CALLAHAN, Herbert Leon (Sonny)","200","AL",0,0.373,"0.202",89,17,6,109,0.789355158805847,0.895927601809955,0.497875094413757,0,83.9622641509434,94.7826086956522,89.3724364232978,"House"
"912","15105","KOLBE, James Thomas","200","AZ",0,0.351,"-0.534",93,18,18,119,0.717380523681641,0.854838709677419,0.439786165952682,0,83.7837837837838,86.8613138686131,85.3225488261985,"House"
"913","15122","ROBINSON, Tommy Franklin","100","AR",0,-0.013,"0.423",16,3,8,8,0.547901630401611,0.685714285714286,0.127733260393143,0,84.2105263157895,50,67.1052631578947,"House"
"914","15118","STRANG, Michael Lathrop","200","CO",0,0.465,"-0.174",6,2,2,13,0.7335045337677,0.826086956521739,0.707089781761169,0,75,86.6666666666667,80.8333333333333,"House"
"915","15123","ROWLAND, John","200","CT",0,0.169,"-0.399",37,3,3,17,0.751334726810455,0.9,0.0441339090466499,0,92.5,85,88.75,"House"
"916","14428","IRELAND, Andrew Poysell (Andy)","200","FL",0,0.42,"-0.312",32,14,5,19,0.66703987121582,0.728571428571429,0.347839951515198,0,69.5652173913043,79.1666666666667,74.3659420289855,"House"
"917","15120","SWINDALL, Patrick Lynn","200","GA",0,0.513,"-0.289",17,5,2,14,0.68574732542038,0.81578947368421,0.49087792634964,0,77.2727272727273,87.5,82.3863636363636,"House"
"918","15117","STALLINGS, Richard Howard","100","ID",0,-0.084,"0.224",47,2,7,18,0.689990639686584,0.878378378378378,0.0761373266577721,0,95.9183673469388,72,83.9591836734694,"House"
"919","15098","FAWELL, Harris W.","200","IL",0,0.332,"-0.616",72,14,25,70,0.634102702140808,0.784530386740331,0.268339037895203,0,83.7209302325581,73.6842105263158,78.702570379437,"House"
"920","15088","BRUCE, Terry Lee","100","IL",0,-0.268,"-0.032",48,5,4,18,0.776770412921906,0.88,-0.00680286297574639,0,90.5660377358491,81.8181818181818,86.1921097770154,"House"
