congress	icpsrlegis	icpsrstate	dist	lstate	party2	name1	name	chamber	south	south11
97	10535	52	0	MARYLAN	200	"MATHIAS,"	"MATHIAS, CHARLES MCC."	2	1	0
97	13039	52	0	MARYLAN	100	"SARBANES,"	"SARBANES, PAUL"	2	1	0
97	10808	3	0	MASSACH	100	"KENNEDY,"	"KENNEDY, EDWARD M."	2	0	0
97	14279	3	0	MASSACH	100	"TSONGAS,"	"TSONGAS, PAUL"	2	0	0
97	14709	23	0	MICHIGA	100	"LEVIN, C"	"LEVIN, CARL MILTON"	2	0	0
97	11043	23	0	MICHIGA	100	"RIEGLE, D"	"RIEGLE, DONALD W., JR."	2	0	0
97	14701	33	0	MINNESO	200	BOSCHWITZ	"BOSCHWITZ, RUDOLF ELY"	2	0	0
97	14703	33	0	MINNESO	200	DURENBERG	"DURENBERGER, DAVID FERDIN"	2	0	0
97	14009	46	0	MISSISS	200	"COCHRAN,"	"COCHRAN, THAD"	2	1	1
97	8883	46	0	MISSISS	100	"STENNIS,"	"STENNIS, JOHN CORNELIUS"	2	1	1
97	14501	34	0	MISSOUR	200	"DANFORTH,"	"DANFORTH, JOHN"	2	1	0
97	12104	34	0	MISSOUR	100	"EAGLETON,"	"EAGLETON, THOMAS F."	2	1	0
97	14203	64	0	MONTANA	100	"BAUCUS, M"	"BAUCUS, MAX"	2	0	0
97	12039	64	0	MONTANA	100	"MELCHER,"	"MELCHER, JOHN"	2	0	0
97	14704	35	0	NEBRASK	100	"EXON, J"	"EXON, JOHN JAMES"	2	0	0
97	14512	35	0	NEBRASK	100	"ZORINSKY,"	"ZORINSKY, EDWARD"	2	0	0
97	1482	65	0	NEVADA	100	"CANNON, H"	"CANNON, HOWARD WALTER"	2	0	0
97	14077	65	0	NEVADA	200	"LAXALT, P"	"LAXALT, PAUL"	2	0	0
97	14909	4	0	NEW HAM	200	"RUDMAN, W"	"RUDMAN, WARREN"	2	0	0
97	14706	4	0	NEW HAM	200	"HUMPHREY,"	"HUMPHREY, GORDON J."	2	0	0
97	10147	12	0	NEW JER	100	"WILLIAMS,"	"WILLIAMS, HARRISON ARLING"	2	0	0
97	14702	12	0	NEW JER	100	"BRADLEY,"	"BRADLEY, WILLIAM WARREN"	2	0	0
97	14911	12	0	NEW JER	200	"BRADY, N"	###NOT IN ICPSR FILE###	2	0	0
97	14103	66	0	NEW MEX	200	"DOMENICI,"	"DOMENICI, PETE V."	2	0	0
97	14510	66	0	NEW MEX	200	"SCHMITT,"	"SCHMITT, HARRISON"	2	0	0
97	14900	13	0	NEW YOR	200	"DAMATO, A"	"D'AMATO, ALFONSE M."	2	0	0
97	14508	13	0	NEW YOR	100	"MOYNIHAN,"	"MOYNIHAN, DANIEL"	2	0	0
97	14903	47	0	NORTH C	200	"EAST, J"	"EAST, JOHN P."	2	1	1
97	14105	47	0	NORTH C	200	"HELMS, J"	"HELMS, JESSE"	2	1	1
97	10569	36	0	NORTH D	200	"ANDREWS,"	"ANDREWS, MARK"	2	0	0
97	1252	36	0	NORTH D	100	"BURDICK,"	"BURDICK, QUENTIN NORTHROP"	2	0	0
97	14073	24	0	OHIO	100	METZENBAU	"METZENBAUM, HOWARD M."	2	0	0
97	14304	24	0	OHIO	100	"GLENN, J"	"GLENN, JOHN"	2	0	0
97	14908	53	0	OKLAHOM	200	"NICKLES,"	"NICKLES, DON"	2	1	0
97	14700	53	0	OKLAHOM	100	"BOREN, D"	"BOREN, DAVID LYLE"	2	1	0
97	11203	72	0	OREGON	200	"HATFIELD,"	"HATFIELD, MARK I."	2	0	0
97	12107	72	0	OREGON	200	"PACKWOOD,"	"PACKWOOD, ROBERT W."	2	0	0
97	14910	14	0	PENNSYL	200	"SPECTER,"	"SPECTER, ARLEN"	2	0	0
97	13050	14	0	PENNSYL	200	"HEINZ, J"	"HEINZ, H. JOHN"	2	0	0
97	10818	5	0	RHODE I	100	"PELL, C"	"PELL, CLAIBORNE"	2	0	0
97	14500	5	0	RHODE I	200	"CHAFEE, J"	"CHAFEE, JOHN"	2	0	0
97	9369	48	0	SOUTH C	200	"THURMOND,"	"THURMOND, JAMES STROM"	2	1	1
97	11204	48	0	SOUTH C	100	"HOLLINGS,"	"HOLLINGS, ERNEST F."	2	1	1
97	14268	37	0	SOUTH D	200	"PRESSLER,"	"PRESSLER, LARRY"	2	0	0
97	14000	37	0	SOUTH D	200	"ABDNOR, J"	"ABDNOR, JAMES"	2	0	0
97	11200	54	0	TENNESS	200	"BAKER, H"	"BAKER, HOWARD H., JR."	2	1	1
97	14509	54	0	TENNESS	100	"SASSER, J"	"SASSER, JAMES"	2	1	1
97	660	49	0	TEXAS	100	"BENTSEN,"	"BENTSEN, LLOYD MILLARD JR"	2	1	1
97	10823	49	0	TEXAS	200	"TOWER, J"	"TOWER, JOHN G."	2	1	1
97	14503	67	0	UTAH	200	"HATCH, O"	"HATCH, ORRIN"	2	0	0
97	14303	67	0	UTAH	200	"GARN, J"	"GARN, JAKE"	2	0	0
97	10562	6	0	VERMONT	200	"STAFFORD,"	"STAFFORD, ROBERT T."	2	0	0
97	14307	6	0	VERMONT	100	"LEAHY, P"	"LEAHY, PATRICK"	2	0	0
97	10802	40	0	VIRGINI	328	"BYRD, HF"	"BYRD, HARRY F., JR."	2	1	1
97	14712	40	0	VIRGINI	200	"WARNER, J"	"WARNER, JOHN WILLIAM"	2	1	1
97	4851	73	0	WASHING	100	"JACKSON,"	"JACKSON, HENRY MARTIN"	2	0	0
97	14904	73	0	WASHING	200	"GORTON, S"	"GORTON, SLADE"	2	0	0
97	7722	56	0	WEST VI	100	"RANDOLPH,"	"RANDOLPH, JENNINGS"	2	1	0
97	1366	56	0	WEST VI	100	"BYRD, RC"	"BYRD, ROBERT CARYLE"	2	1	0
97	7638	25	0	WISCONS	100	"PROXMIRE,"	"PROXMIRE, WILLIAM"	2	0	0
97	14242	25	0	WISCONS	200	"KASTEN, R"	"KASTEN, ROBERT W., JR."	2	0	0
97	14511	68	0	WYOMING	200	"WALLOP, M"	"WALLOP, MALCOLM"	2	0	0
97	14710	68	0	WYOMING	200	"SIMPSON,"	"SIMPSON, ALAN KOOI"	2	0	0
98	14705	41	0	ALABAMA	100	"HEFLIN, H"	"HEFLIN, HOWELL THOMAS"	2	1	1
98	14901	41	0	ALABAMA	200	"DENTON, J"	"DENTON, JEREMIAH"	2	1	1
98	12109	81	0	ALASKA	200	"STEVENS,"	"STEVENS, THEODORE F."	2	0	0
98	14907	81	0	ALASKA	200	MURKOWSKI	"MURKOWSKI, FRANK H."	2	0	0
98	3658	61	0	ARIZONA	200	GOLDWATER	"GOLDWATER, BARRY MORRIS"	2	0	0
98	14502	61	0	ARIZONA	100	DECONCINI	"DECONCINI, DENNIS"	2	0	0
98	10791	42	0	ARKANSA	100	"PRYOR, D"	"PRYOR, DAVID"	2	1	1
98	14300	42	0	ARKANSA	100	"BUMPERS,"	"BUMPERS, DALE"	2	1	1
98	14915	71	0	CALIFOR	200	WILSON	"WILSON, PETE"	2	0	0
98	12103	71	0	CALIFOR	100	"CRANSTON,"	"CRANSTON, ALAN"	2	0	0
98	14305	62	0	COLORAD	100	"HART, G"	"HART, GARY"	2	0	0
98	14002	62	0	COLORAD	200	ARMSTRONG	"ARMSTRONG, WILLIAM"	2	0	0
98	14213	1	0	CONNECT	100	"DODD, C J"	"DODD, CHRISTOPHER J."	2	0	0
98	12032	1	0	CONNECT	200	"WEICKER,"	"WEICKER, LOWELL P."	2	0	0
98	14101	11	0	DELAWAR	100	"BIDEN, J"	"BIDEN, JOSEPH R."	2	1	0
98	11044	11	0	DELAWAR	200	"ROTH, W"	"ROTH, WILLIAM V., JR."	2	1	0
98	14905	43	0	FLORIDA	200	"HAWKINS,"	"HAWKINS, PAULA"	2	1	1
98	13101	43	0	FLORIDA	100	"CHILES, L"	"CHILES, LAWTON"	2	1	1
98	14906	44	0	GEORGIA	200	MATTINGLY	"MATTINGLY, MACK"	2	1	1
98	14108	44	0	GEORGIA	100	"NUNN, S"	"NUNN, SAM"	2	1	1
98	4812	82	0	HAWAII	100	"INOUYE, D"	"INOUYE, DANIEL KEN"	2	0	0
98	10605	82	0	HAWAII	100	MATSUNAGA	"MATSUNAGA, SPARK M."	2	0	0
98	14056	63	0	IDAHO	200	"SYMMS, S"	"SYMMS, STEVEN D."	2	0	0
98	11029	63	0	IDAHO	200	"MCCLURE,"	"MCCLURE, JAMES A."	2	0	0
98	14902	21	0	ILLINOI	100	"DIXON, A"	"DIXON, ALAN J."	2	0	0
98	11205	21	0	ILLINOI	200	"PERCY, C"	"PERCY, CHARLES H."	2	0	0
98	14447	22	0	INDIANA	200	"QUAYLE, J"	"QUAYLE, J. DANFORTH"	2	0	0
98	14506	22	0	INDIANA	200	"LUGAR, R"	"LUGAR, RICHARD"	2	0	0
98	14226	31	0	IOWA	200	"GRASSLEY,"	"GRASSLEY, CHARLES E."	2	0	0
98	14707	31	0	IOWA	200	"JEPSEN, R"	"JEPSEN, ROGER WILLIAM"	2	0	0
98	14708	32	0	KANSAS	200	KASSEBAUM	"KASSEBAUM, NANCY LANDON"	2	0	0
98	10513	32	0	KANSAS	200	"DOLE, R"	"DOLE, BOB"	2	0	0
98	14106	51	0	KENTUCK	100	HUDDLESTO	"HUDDLESTON, WALTER"	2	1	0
98	14302	51	0	KENTUCK	100	"FORD, W"	"FORD, WENDELL"	2	1	0
98	5767	45	0	LOUISIA	100	"LONG, R"	"LONG, RUSSELL BILIU"	2	1	1
98	14107	45	0	LOUISIA	100	"JOHNSTON,"	"JOHNSTON, J. BENNETT"	2	1	1
98	14010	2	0	MAINE	200	"COHEN, W"	"COHEN, WILLIAM"	2	0	0
98	14713	2	0	MAINE	100	"MITCHELL,"	"MITCHELL, GEORGE"	2	0	0
98	13039	52	0	MARYLAN	100	"SARBANES,"	"SARBANES, PAUL"	2	1	0
98	10535	52	0	MARYLAN	200	"MATHIAS,"	"MATHIAS, CHARLES MCC."	2	1	0
98	14279	3	0	MASSACH	100	"TSONGAS,"	"TSONGAS, PAUL"	2	0	0
98	10808	3	0	MASSACH	100	"KENNEDY,"	"KENNEDY, EDWARD M."	2	0	0
98	14709	23	0	MICHIGA	100	"LEVIN, C"	"LEVIN, CARL MILTON"	2	0	0
98	11043	23	0	MICHIGA	100	"RIEGLE, D"	"RIEGLE, DONALD W., JR."	2	0	0
98	14701	33	0	MINNESO	200	BOSCHWITZ	"BOSCHWITZ, RUDOLF ELY"	2	0	0
98	14703	33	0	MINNESO	200	DURENBERG	"DURENBERGER, DAVID FERDIN"	2	0	0
98	14009	46	0	MISSISS	200	"COCHRAN,"	"COCHRAN, THAD"	2	1	1
98	8883	46	0	MISSISS	100	"STENNIS,"	"STENNIS, JOHN CORNELIUS"	2	1	1
98	12104	34	0	MISSOUR	100	"EAGLETON,"	"EAGLETON, THOMAS F."	2	1	0
98	14501	34	0	MISSOUR	200	"DANFORTH,"	"DANFORTH, JOHN"	2	1	0
98	14203	64	0	MONTANA	100	"BAUCUS, M"	"BAUCUS, MAX"	2	0	0
98	12039	64	0	MONTANA	100	"MELCHER,"	"MELCHER, JOHN"	2	0	0
98	14512	35	0	NEBRASK	100	"ZORINSKY,"	"ZORINSKY, EDWARD"	2	0	0
98	14704	35	0	NEBRASK	100	"EXON, J"	"EXON, JOHN JAMES"	2	0	0
98	14913	65	0	NEVADA	200	HECHT	"HECHT, JACOB (CHIC)"	2	0	0
98	14077	65	0	NEVADA	200	"LAXALT, P"	"LAXALT, PAUL"	2	0	0
98	14909	4	0	NEW HAM	200	"RUDMAN, W"	"RUDMAN, WARREN"	2	0	0
98	14706	4	0	NEW HAM	200	"HUMPHREY,"	"HUMPHREY, GORDON J."	2	0	0
98	14702	12	0	NEW JER	100	"BRADLEY,"	"BRADLEY, WILLIAM WARREN"	2	0	0
98	14914	12	0	NEW JER	100	LAUTENBER	"LAUTENBERG, FRANK R."	2	0	0
98	14912	66	0	NEW MEX	100	BINGAMAN	"BINGAMAN, JEFF"	2	0	0
98	14103	66	0	NEW MEX	200	"DOMENICI,"	"DOMENICI, PETE V."	2	0	0
98	14508	13	0	NEW YOR	100	"MOYNIHAN,"	"MOYNIHAN, DANIEL"	2	0	0
98	14900	13	0	NEW YOR	200	"DAMATO, A"	"D'AMATO, ALFONSE M."	2	0	0
98	14903	47	0	NORTH C	200	"EAST, J"	"EAST, JOHN P."	2	1	1
98	14105	47	0	NORTH C	200	"HELMS, J"	"HELMS, JESSE"	2	1	1
98	1252	36	0	NORTH D	100	"BURDICK,"	"BURDICK, QUENTIN NORTHROP"	2	0	0
98	10569	36	0	NORTH D	200	"ANDREWS,"	"ANDREWS, MARK"	2	0	0
98	14304	24	0	OHIO	100	"GLENN, J"	"GLENN, JOHN"	2	0	0
98	14073	24	0	OHIO	100	METZENBAU	"METZENBAUM, HOWARD M."	2	0	0
98	14700	53	0	OKLAHOM	100	"BOREN, D"	"BOREN, DAVID LYLE"	2	1	0
98	14908	53	0	OKLAHOM	200	"NICKLES,"	"NICKLES, DON"	2	1	0
98	11203	72	0	OREGON	200	"HATFIELD,"	"HATFIELD, MARK I."	2	0	0
98	12107	72	0	OREGON	200	"PACKWOOD,"	"PACKWOOD, ROBERT W."	2	0	0
98	14910	14	0	PENNSYL	200	"SPECTER,"	"SPECTER, ARLEN"	2	0	0
98	13050	14	0	PENNSYL	200	"HEINZ, J"	"HEINZ, H. JOHN"	2	0	0
98	14500	5	0	RHODE I	200	"CHAFEE, J"	"CHAFEE, JOHN"	2	0	0
98	10818	5	0	RHODE I	100	"PELL, C"	"PELL, CLAIBORNE"	2	0	0
98	9369	48	0	SOUTH C	200	"THURMOND,"	"THURMOND, JAMES STROM"	2	1	1
98	11204	48	0	SOUTH C	100	"HOLLINGS,"	"HOLLINGS, ERNEST F."	2	1	1
98	14268	37	0	SOUTH D	200	"PRESSLER,"	"PRESSLER, LARRY"	2	0	0
98	14000	37	0	SOUTH D	200	"ABDNOR, J"	"ABDNOR, JAMES"	2	0	0
98	11200	54	0	TENNESS	200	"BAKER, H"	"BAKER, HOWARD H., JR."	2	1	1
98	14509	54	0	TENNESS	100	"SASSER, J"	"SASSER, JAMES"	2	1	1
98	660	49	0	TEXAS	100	"BENTSEN,"	"BENTSEN, LLOYD MILLARD JR"	2	1	1
98	10823	49	0	TEXAS	200	"TOWER, J"	"TOWER, JOHN G."	2	1	1
98	14503	67	0	UTAH	200	"HATCH, O"	"HATCH, ORRIN"	2	0	0
98	14303	67	0	UTAH	200	"GARN, J"	"GARN, JAKE"	2	0	0
98	10562	6	0	VERMONT	200	"STAFFORD,"	"STAFFORD, ROBERT T."	2	0	0
98	14307	6	0	VERMONT	100	"LEAHY, P"	"LEAHY, PATRICK"	2	0	0
98	14712	40	0	VIRGINI	200	"WARNER, J"	"WARNER, JOHN WILLIAM"	2	1	1
98	14456	40	0	VIRGINI	200	"TRIBLE, P"	"TRIBLE, PAUL"	2	1	1
98	4851	73	0	WASHING	100	"JACKSON,"	"JACKSON, HENRY MARTIN"	2	0	0
98	14904	73	0	WASHING	200	"GORTON, S"	"GORTON, SLADE"	2	0	0
98	14916	73	0	WASHING	200	"EVANS, D"	"EVANS, DANIEL"	2	0	0
98	7722	56	0	WEST VI	100	"RANDOLPH,"	"RANDOLPH, JENNINGS"	2	1	0
98	1366	56	0	WEST VI	100	"BYRD, RC"	"BYRD, ROBERT CARYLE"	2	1	0
98	14242	25	0	WISCONS	200	"KASTEN, R"	"KASTEN, ROBERT W., JR."	2	0	0
98	7638	25	0	WISCONS	100	"PROXMIRE,"	"PROXMIRE, WILLIAM"	2	0	0
98	14511	68	0	WYOMING	200	"WALLOP, M"	"WALLOP, MALCOLM"	2	0	0
98	14710	68	0	WYOMING	200	"SIMPSON,"	"SIMPSON, ALAN KOOI"	2	0	0
99	14901	41	0	ALABAMA	200	"DENTON, J"	"DENTON, JEREMIAH"	2	1	1
99	14705	41	0	ALABAMA	100	"HEFLIN, H"	"HEFLIN, HOWELL THOMAS"	2	1	1
99	12109	81	0	ALASKA	200	"STEVENS,"	"STEVENS, THEODORE F."	2	0	0
99	14907	81	0	ALASKA	200	MURKOWSKI	"MURKOWSKI, FRANK H."	2	0	0
99	14502	61	0	ARIZONA	100	DECONCINI	"DECONCINI, DENNIS"	2	0	0
99	3658	61	0	ARIZONA	200	GOLDWATER	"GOLDWATER, BARRY MORRIS"	2	0	0
99	14300	42	0	ARKANSA	100	"BUMPERS,"	"BUMPERS, DALE"	2	1	1
99	10791	42	0	ARKANSA	100	"PRYOR, D"	"PRYOR, DAVID"	2	1	1
99	14915	71	0	CALIFOR	200	WILSON	"WILSON, PETE"	2	0	0
99	12103	71	0	CALIFOR	100	"CRANSTON,"	"CRANSTON, ALAN"	2	0	0
99	14002	62	0	COLORAD	200	ARMSTRONG	"ARMSTRONG, WILLIAM"	2	0	0
99	14305	62	0	COLORAD	100	"HART, G"	"HART, GARY"	2	0	0
99	14213	1	0	CONNECT	100	"DODD, C J"	"DODD, CHRISTOPHER J."	2	0	0
99	12032	1	0	CONNECT	200	"WEICKER,"	"WEICKER, LOWELL P."	2	0	0
99	14101	11	0	DELAWAR	100	"BIDEN, J"	"BIDEN, JOSEPH R."	2	1	0
99	11044	11	0	DELAWAR	200	"ROTH, W"	"ROTH, WILLIAM V., JR."	2	1	0
99	14905	43	0	FLORIDA	200	"HAWKINS,"	"HAWKINS, PAULA"	2	1	1
99	13101	43	0	FLORIDA	100	"CHILES, L"	"CHILES, LAWTON"	2	1	1
99	14108	44	0	GEORGIA	100	"NUNN, S"	"NUNN, SAM"	2	1	1
99	14906	44	0	GEORGIA	200	MATTINGLY	"MATTINGLY, MACK"	2	1	1
99	4812	82	0	HAWAII	100	"INOUYE, D"	"INOUYE, DANIEL KEN"	2	0	0
99	10605	82	0	HAWAII	100	MATSUNAGA	"MATSUNAGA, SPARK M."	2	0	0
99	11029	63	0	IDAHO	200	"MCCLURE,"	"MCCLURE, JAMES A."	2	0	0
99	14056	63	0	IDAHO	200	"SYMMS, S"	"SYMMS, STEVEN D."	2	0	0
99	14902	21	0	ILLINOI	100	"DIXON, A"	"DIXON, ALAN J."	2	0	0
99	14275	21	0	ILLINOI	100	"SIMON, P"	"SIMON, PAUL"	2	0	0
99	14447	22	0	INDIANA	200	"QUAYLE, J"	"QUAYLE, J. DANFORTH"	2	0	0
99	14506	22	0	INDIANA	200	"LUGAR, R"	"LUGAR, RICHARD"	2	0	0
99	14230	31	0	IOWA	100	"HARKIN, T"	"HARKIN, TOM"	2	0	0
99	14226	31	0	IOWA	200	"GRASSLEY,"	"GRASSLEY, CHARLES E."	2	0	0
99	14708	32	0	KANSAS	200	KASSEBAUM	"KASSEBAUM, NANCY LANDON"	2	0	0
99	10513	32	0	KANSAS	200	"DOLE, R"	"DOLE, BOB"	2	0	0
99	14921	51	0	KENTUCK	200	MCCONNELL	"MCCONNELL JR., MITCH"	2	1	0
99	14302	51	0	KENTUCK	100	"FORD, W"	"FORD, WENDELL"	2	1	0
99	5767	45	0	LOUISIA	100	"LONG, R"	"LONG, RUSSELL BILIU"	2	1	1
99	14107	45	0	LOUISIA	100	JOHNSTON	"JOHNSTON, J. BENNETT"	2	1	1
99	14713	2	0	MAINE	100	"MITCHELL,"	"MITCHELL, GEORGE"	2	0	0
99	14010	2	0	MAINE	200	"COHEN, W"	"COHEN, WILLIAM"	2	0	0
99	13039	52	0	MARYLAN	100	"SARBANES,"	"SARBANES, PAUL"	2	1	0
99	10535	52	0	MARYLAN	200	"MATHIAS,"	"MATHIAS, CHARLES MCC."	2	1	0
99	10808	3	0	MASSACH	100	"KENNEDY,"	"KENNEDY, EDWARD M."	2	0	0
99	14920	3	0	MASSACH	100	"KERRY, J"	"KERRY,JOHN F."	2	0	0
99	14709	23	0	MICHIGA	100	"LEVIN, C"	"LEVIN, CARL MILTON"	2	0	0
99	11043	23	0	MICHIGA	100	"RIEGLE, D"	"RIEGLE, DONALD W., JR."	2	0	0
99	14701	33	0	MINNESO	200	BOSCHWITZ	"BOSCHWITZ, RUDOLF ELY"	2	0	0
99	14703	33	0	MINNESO	200	DURENBERG	"DURENBERGER, DAVID FERDIN"	2	0	0
99	14009	46	0	MISSISS	200	"COCHRAN,"	"COCHRAN, THAD"	2	1	1
99	8883	46	0	MISSISS	100	"STENNIS,"	"STENNIS, JOHN CORNELIUS"	2	1	1
99	14501	34	0	MISSOUR	200	"DANFORTH,"	"DANFORTH, JOHN"	2	1	0
99	12104	34	0	MISSOUR	100	"EAGLETON,"	"EAGLETON, THOMAS F."	2	1	0
99	12039	64	0	MONTANA	100	"MELCHER,"	"MELCHER, JOHN"	2	0	0
99	14203	64	0	MONTANA	100	"BAUCUS, M"	"BAUCUS, MAX"	2	0	0
99	14512	35	0	NEBRASK	100	"ZORINSKY,"	"ZORINSKY, EDWARD"	2	0	0
99	14704	35	0	NEBRASK	100	"EXON, J"	"EXON, JOHN JAMES"	2	0	0
99	14077	65	0	NEVADA	200	"LAXALT, P"	"LAXALT, PAUL"	2	0	0
99	14913	65	0	NEVADA	200	HECHT	"HECHT, JACOB (CHIC)"	2	0	0
99	14706	4	0	NEW HAM	200	"HUMPHREY,"	"HUMPHREY, GORDON J."	2	0	0
99	14909	4	0	NEW HAM	200	"RUDMAN, W"	"RUDMAN, WARREN"	2	0	0
99	14702	12	0	NEW JER	100	"BRADLEY,"	"BRADLEY, WILLIAM WARREN"	2	0	0
99	14914	12	0	NEW JER	100	LAUTENBER	"LAUTENBERG, FRANK R."	2	0	0
99	14103	66	0	NEW MEX	200	"DOMENICI,"	"DOMENICI, PETE V."	2	0	0
99	14912	66	0	NEW MEX	100	BINGAMAN	"BINGAMAN, JEFF"	2	0	0
99	14508	13	0	NEW YOR	100	"MOYNIHAN,"	"MOYNIHAN, DANIEL"	2	0	0
99	14900	13	0	NEW YOR	200	"DAMATO, A"	"D'AMATO, ALFONSE M."	2	0	0
99	14105	47	0	NORTH C	200	"HELMS, J"	"HELMS, JESSE"	2	1	1
99	14903	47	0	NORTH C	200	"EAST, J"	"EAST, JOHN P."	2	1	1
99	10574	47	0	NORTH C	200	"BROYHILL,"	"BROYHILL, JAMES T."	2	1	1
99	10569	36	0	NORTH D	200	"ANDREWS,"	"ANDREWS, MARK"	2	0	0
99	1252	36	0	NORTH D	100	"BURDICK,"	"BURDICK, QUENTIN NORTHROP"	2	0	0
99	14304	24	0	OHIO	100	"GLENN, J"	"GLENN, JOHN"	2	0	0
99	14073	24	0	OHIO	100	METZENBAU	"METZENBAUM, HOWARD M."	2	0	0
99	14700	53	0	OKLAHOM	100	"BOREN, D"	"BOREN, DAVID LYLE"	2	1	0
99	14908	53	0	OKLAHOM	200	"NICKLES,"	"NICKLES, DON"	2	1	0
99	12107	72	0	OREGON	200	"PACKWOOD,"	"PACKWOOD, ROBERT W."	2	0	0
99	11203	72	0	OREGON	200	"HATFIELD,"	"HATFIELD, MARK I."	2	0	0
99	14910	14	0	PENNSYL	200	"SPECTER,"	"SPECTER, ARLEN"	2	0	0
99	13050	14	0	PENNSYL	200	"HEINZ, J"	"HEINZ, H. JOHN"	2	0	0
99	10818	5	0	RHODE I	100	"PELL, C"	"PELL, CLAIBORNE"	2	0	0
99	14500	5	0	RHODE I	200	"CHAFEE, J"	"CHAFEE, JOHN"	2	0	0
99	11204	48	0	SOUTH C	100	"HOLLINGS,"	"HOLLINGS, ERNEST F."	2	1	1
99	9369	48	0	SOUTH C	200	"THURMOND,"	"THURMOND, JAMES STROM"	2	1	1
99	14000	37	0	SOUTH D	200	"ABDNOR, J"	"ABDNOR, JAMES"	2	0	0
99	14268	37	0	SOUTH D	200	"PRESSLER,"	"PRESSLER, LARRY"	2	0	0
99	14423	54	0	TENNESS	100	"GORE, A"	"GORE, ALBERT, JR."	2	1	1
99	14509	54	0	TENNESS	100	"SASSER, J"	"SASSER, JAMES"	2	1	1
99	660	49	0	TEXAS	100	"BENTSEN,"	"BENTSEN, LLOYD MILLARD JR"	2	1	1
99	14628	49	0	TEXAS	200	"GRAMM, P"	"GRAMM, WILLIAM PHILIP"	2	1	1
99	14303	67	0	UTAH	200	"GARN, J"	"GARN, JAKE"	2	0	0
99	14503	67	0	UTAH	200	"HATCH, O"	"HATCH, ORRIN"	2	0	0
99	10562	6	0	VERMONT	200	"STAFFORD,"	"STAFFORD, ROBERT T."	2	0	0
99	14307	6	0	VERMONT	100	"LEAHY, P"	"LEAHY, PATRICK"	2	0	0
99	14712	40	0	VIRGINI	200	"WARNER, J"	"WARNER, JOHN WILLIAM"	2	1	1
99	14456	40	0	VIRGINI	200	"TRIBLE, P"	"TRIBLE, PAUL"	2	1	1
99	14904	73	0	WASHING	200	"GORTON, S"	"GORTON, SLADE"	2	0	0
99	14916	73	0	WASHING	200	"EVANS, D"	"EVANS, DANIEL"	2	0	0
99	1366	56	0	WEST VI	100	"BYRD, RC"	"BYRD, ROBERT CARYLE"	2	1	0
99	14922	56	0	WEST VI	100	ROCKEFELL	"ROCKEFELLER,JOHN D."	2	1	0
99	7638	25	0	WISCONS	100	"PROXMIRE,"	"PROXMIRE, WILLIAM"	2	0	0
99	14242	25	0	WISCONS	200	"KASTEN, R"	"KASTEN, ROBERT W., JR."	2	0	0
99	14511	68	0	WYOMING	200	"WALLOP, M"	"WALLOP, MALCOLM"	2	0	0
99	14710	68	0	WYOMING	200	"SIMPSON,"	"SIMPSON, ALAN KOOI"	2	0	0
100	14659	41	0	ALABAMA	100	"SHELBY, R"	"SHELBY, RICHARD CRAIG"	2	1	1
100	14705	41	0	ALABAMA	100	"HEFLIN, H"	"HEFLIN, HOWELL THOMAS"	2	1	1
100	14907	81	0	ALASKA	200	MURKOWSKI	"MURKOWSKI, FRANK H."	2	0	0
100	12109	81	0	ALASKA	200	"STEVENS,"	"STEVENS, THEODORE F."	2	0	0
100	15039	61	0	ARIZONA	200	"MCCAIN, J"	"MCCAIN, JOHN S"	2	0	0
100	14502	61	0	ARIZONA	100	DECONCINI	"DECONCINI, DENNIS"	2	0	0
100	10791	42	0	ARKANSA	100	"PRYOR, D"	"PRYOR, DAVID"	2	1	1
100	14300	42	0	ARKANSA	100	"BUMPERS,"	"BUMPERS, DALE"	2	1	1
100	14915	71	0	CALIFOR	200	"WILSON, P"	"WILSON, PETE"	2	0	0
100	12103	71	0	CALIFOR	100	"CRANSTON,"	"CRANSTON, ALAN"	2	0	0
100	14002	62	0	COLORAD	200	ARMSTRONG	"ARMSTRONG, WILLIAM"	2	0	0
100	14282	62	0	COLORAD	100	"WIRTH, T"	"WIRTH, TIMOTHY"	2	0	0
100	14213	1	0	CONNECT	100	"DODD, C J"	"DODD, CHRISTOPHER J."	2	0	0
100	12032	1	0	CONNECT	200	"WEICKER,"	"WEICKER, LOWELL P."	2	0	0
100	11044	11	0	DELAWAR	200	"ROTH, W"	"ROTH, WILLIAM V., JR."	2	1	0
100	14101	11	0	DELAWAR	100	"BIDEN, J"	"BIDEN, JOSEPH R."	2	1	0
100	13101	43	0	FLORIDA	100	"CHILES, L"	"CHILES, LAWTON"	2	1	1
100	15503	43	0	FLORIDA	100	"GRAHAM, B"	"GRAHAM, BOB"	2	1	1
100	14467	44	0	GEORGIA	100	"FOWLER, W"	"FOWLER, WYCHE, JR."	2	1	1
100	14108	44	0	GEORGIA	100	"NUNN, S"	"NUNN, SAM"	2	1	1
100	10605	82	0	HAWAII	100	MATSUNAGA	"MATSUNAGA, SPARK M."	2	0	0
100	4812	82	0	HAWAII	100	"INOUYE, D"	"INOUYE, DANIEL KEN"	2	0	0
100	14056	63	0	IDAHO	200	"SYMMS, S"	"SYMMS, STEVEN D."	2	0	0
100	11029	63	0	IDAHO	200	"MCCLURE,"	"MCCLURE, JAMES A."	2	0	0
